word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange
such,sʌtʃ,s. of so extreme a degree or extent\nr. to so extreme a degree,"a. 如此的, 这样的",,5,1,zk gk,108,183,
suck,sʌk,"v. draw into the mouth by creating a practical vacuum in the mouth\nv. draw something in by or as if by a vacuum\nv. attract by using an inexorable force, inducement, etc.\nv. be inadequate or objectionable","vt. 吸, 吮, 吸入, 吮吸, 吸收\nvi. 吸, 吸奶\nn. 吸, 吸入, 吮吸",,2,1,gk cet4 cet6 ky ielts,4142,3618,i:sucking/d:sucked/p:sucked/3:sucks/s:sucks
sudden,'sʌdn,a. happening without warning or in a short space of time,"n. 突然, 忽然\na. 突然的, 意外的, 快速的",,3,1,zk gk cet4 cet6 ky,2250,2868,
suffer,'sʌfә,v. undergo or be subjected to\nv. undergo (as of injuries and illnesses)\nv. experience (emotional) pain\nv. get worse,"vt. 遭受, 经历, 忍受\nvi. 受痛苦, 受损害",,4,1,gk cet4 cet6 ky toefl,821,1099,d:suffered/p:suffered/i:suffering/3:suffers
suffering,'sʌfәriŋ,n. misery resulting from affliction\nn. feelings of mental or physical pain\ns. troubled by pain or loss,"n. 苦难, 受苦",,2,1,gk,4466,3933,0:suffer/1:i/i:suffering/s:sufferings
sugar,'ʃugә,n. a white crystalline carbohydrate used as a sweetener and preservative\nv. sweeten with sugar,"n. 糖, 糖块, 甜言蜜语\nvt. 加糖于, 使甜蜜, 粉饰, 美化\nvi. 制成糖",,3,1,zk gk toefl ielts,2294,1591,s:sugars/i:sugaring/p:sugared/3:sugars/d:sugared
suggest,sәg'dʒest,v. imply as a possibility\nv. call to mind,"vt. 提议, 建议, 促成, 暗示, 启发, 使人想起\n[法] 建议, 提出, 提议",,5,1,zk gk toefl,314,430,3:suggests/d:suggested/p:suggested/i:suggesting
suggestion,sә'dʒestʃәn,n. an idea that is suggested\nn. a proposal offered for acceptance or rejection\nn. persuasion formulated as a suggestion\nn. the sequential mental process in which one thought leads to another by association,"n. 提议, 意见\n[医] 暗示",,3,1,zk gk ielts,1775,2507,s:suggestions
suit,sju:t. su:t,n. a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color\nn. (slang) a businessman dressed in a business suit\nn. a petition or appeal made to a person of superior status or rank\nn. playing card in any of four sets of 13 cards in a pack; each set has its own symbol and color,"n. 套装, 诉讼, 请求, 起诉, 套, 组\nvt. 适合, 使适应\nvi. 合适, 相称",,4,1,gk cet4 cet6 ky toefl ielts,2119,1411,d:suited/3:suits/s:suits/p:suited/i:suiting
suitable,'sju:tәbl,s. meant or adapted for an occasion or use,"a. 适当的, 相配的\n[法] 合适的, 适宜的, 适当的",,3,1,gk cet4 cet6 ky toefl ielts,1541,4756,
suitcase,'sju:tkeis,n a portable rectangular container for carrying clothes,n. 手提箱,,2,1,gk cet6 toefl ielts gre,6625,5600,s:suitcases
suite,swi:t,n. a musical composition of several movements only loosely connected\nn. apartment consisting of a series of connected rooms used as a living unit (as in a hotel)\nn. a matching set of furniture,"n. 随员, 套房, (一)组, (一)套, 组曲, 继之而来的事\n[电] 程序组",,2,,gk ky toefl ielts,4292,4726,s:suites
summary,'sʌmәri,n. a brief statement that presents the main points in a concise form,"n. 摘要, 概要\na. 摘要的, 简略的\n[计] 摘要; 概要",,2,1,gk cet4 cet6 ky ielts gre,2708,4917,s:summaries
summer,'sʌmә,"n. the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox\nn. the period of finest development, happiness, or beauty\nv. spend the summer","n. 夏季, 全盛时期\nvi. 避暑, 过夏天\n[计] 加法器",,4,1,zk gk ielts,858,619,s:summers/i:summering/p:summered/3:summers/d:summered
sun,sʌn,n. the star that is the source of light and heat for the planets in the solar system\nn. a person considered as a source of warmth or energy or glory etc\nn. any star around which a planetary system revolves\nv. expose one's body to the sun,"n. 太阳, 日, 日光, 阳光\nvt. 晒\nvi. 晒太阳",,2,1,zk gk,872,1233,s:suns/i:sunning/p:sunned/3:suns/d:sunned
sunburnt,'sʌnb\\\\:nt,s suffering from overexposure to direct sunlight,"a. 晒黑的, 有晒斑的, 日炙的",,,,gk,34021,32133,
Sunday,'sʌndi,n. first day of the week; observed as a day of rest and worship by most Christians\nn. United States evangelist (1862-1935),"n. 星期日\na. 星期日的, 业余的\nvi. 度星期日",,4,1,zk gk ielts,988,0,s:sundays/f:Sundays
sunglasses,,n. spectacles that are darkened or polarized to protect the eyes from the glare of the sun,"n. 太阳镜, 墨镜, 太阳眼镜",,1,,gk toefl,0,7032,0:sunglass/1:s
sunlight,'sʌnlait,n. the rays of the sun,"n. 日光\n[医] 日光, 太阳光",,2,,gk cet4 cet6 toefl ielts,4796,3895,
sunny,'sʌni,s bright and pleasant; promoting a feeling of cheer,"a. 阳光充足的, 乐观的, 快乐的, 像太阳的",,2,,zk gk,5585,4866,r:sunnier/t:sunniest/s:sunnies
sunrise,'sʌnraiz,n. atmospheric phenomena accompanying the daily appearance of the sun\nn. the daily event of the sun rising above the horizon\ns. of an industry or technology; new and developing,"n. 日出, 黎明, 拂晓",,1,,gk cet4 cet6 ky toefl,11920,7313,s:sunrises
sunset,'sʌnset,n. the time in the evening at which the sun begins to fall below the horizon\nn. atmospheric phenomena accompanying the daily disappearance of the sun\nn. the daily event of the sun sinking below the horizon\ns. of a declining industry or technology,"n. 日落, 晚年",,2,,gk cet4 cet6 ky toefl,7738,5739,s:sunsets
sunshine,'sʌnʃain,n the rays of the sun\nn moderate weather; suitable for outdoor activities\nn the quality of being cheerful and dispelling gloom,"n. 阳光, 光明, 晴天",,2,,gk cet4 cet6 ky toefl,4726,7752,
super,'sju:pә,s. including more than a specified category\ns. extremely large,"n. 跑龙套角色, 冗员, 特级品, 特大号, 管理人\na. 上等的, 特大的, 超级的, 极好的, 十分的, 过分的\nadv. 非常",,3,,gk cet4 cet6 ky,4154,2651,s:supers
superb,sju'pә:b,s. surpassingly good,"a. 极度的, 华丽的, 极好的",,3,,gk cet6 ky toefl ielts gre,3385,6911,
superior,sju:'piәriә,n. one of greater rank or station or quality\nn. the head of a religious community\nn. a town in northwest Wisconsin on Lake Superior across from Duluth\na. of high or superior quality or performance,"n. 长者, 占优势的人, 上级\na. 上级的, 出众的, 高傲的",,3,1,gk cet4 cet6 ky toefl ielts,3513,3410,s:superiors
superman,'sju:pәmæn,n a person with great powers and abilities\nn street name for lysergic acid diethylamide,"n. 具有超人能力的人, 超人",,,,gk,22870,20120,s:supermen
supermarket,'sju:pәmɑ:kit,n. a large self-service grocery store selling groceries and dairy products and household goods,"n. 超级市场\n[经] 超级市场, 自助售货商店",,2,1,zk gk ielts,4087,4682,s:supermarkets
supper,'sʌpә,n. a light evening meal; served in early evening if dinner is at midday or served late in the evening at bedtime\nn. a social gathering where a light evening meal is served,n. 晚餐,,2,,zk gk,4153,5514,s:suppers
supply,sә'plai,n. an amount of something available for use\nn. offering goods and services for sale\nv. give something useful or necessary to,"n. 补给, 供给, 供应品\nvt. 补给, 供给, 提供, 补充\nvi. 替代",,4,1,zk gk cet4 cet6 ky ielts,1048,1494,d:supplied/s:supplies/i:supplying/p:supplied/3:supplies
support,sә'pɒ:t,n. the activity of providing for or maintaining by supplying with money or necessities\nn. aiding the cause or policy or interests of\nn. something providing immaterial assistance to a person or cause or interest\nn. a military operation (often involving new supplies of men and materiel) to strengthen a military force or aid in the performance of its mission,"n. 支持, 支撑, 援助, 供养, 支撑物\nvt. 支援, 支撑, 帮助, 支持, 忍受, 供养, 证实\n[计] 后援; 支持",,5,1,gk cet4 cet6 ky ielts,481,524,d:supported/i:supporting/3:supports/p:supported/s:supports
suppose,sә'pәuz,v. express a supposition,"vt. 推想, 假设, 以为, 想像, 假定\nvi. 料想",,4,1,zk gk cet4 cet6 ky toefl,840,2161,p:supposed/d:supposed/i:supposing/3:supposes
supreme,sju'pri:m,s. final or last in your life or progress\ns. highest in excellence or achievement\ns. greatest or maximal in degree; extreme,"n. 至高, 霸权\na. 至高的, 终极的, 极端的, 最大的",,1,,gk cet4 cet6 ky toefl ielts gre,2550,1618,
sure,ʃuә,s. physically secure or dependable\ns. (of persons) worthy of trust or confidence\ns. infallible or unfailing\ns. certain not to fail,"a. 确信, 必然的, 必定的\nadv. 当然, 确实地, 无疑地",,5,1,zk gk,386,347,t:surest/r:surer
surface,'sә:fis,n. the outer boundary of an artifact or a material layer constituting or resembling such a boundary\nn. the extended two-dimensional outer boundary of a three-dimensional object\nn. the outermost level of the land or sea\nn. a superficial aspect as opposed to the real nature of something,"n. 面, 表面, 水面, 外表, 平面\na. 表面的, 外观的, 肤浅的, 水面上的\nvt. 使成平面, 使浮出水面\nvi. 浮出水面, 呈现, 在地面上工作",,4,1,zk gk toefl ielts,971,1015,s:surfaces/p:surfaced/d:surfaced/i:surfacing/3:surfaces
surgeon,'sә:dʒәn,n. a physician who specializes in surgery,"n. 外科医生, 军医, 船医\n[医] 外科医师",,2,,gk cet4 cet6 ky toefl ielts gre,3940,3413,s:surgeons
surplus,'sә:plәs,"n a quantity much larger than is needed\ns more than is needed, desired, or required","n. 剩余, 过剩, 盈余\na. 过剩的, 剩余的",,3,,gk cet4 cet6 ky toefl ielts gre,4815,6243,
surprise,sә'praiz,n. the astonishment you feel when something totally unexpected happens to you\nn. a sudden unexpected event\nn. the act of surprising someone\nv. cause to be surprised,"n. 惊奇, 奇袭, 诧异\nvt. 使惊奇, 撞见, 奇袭",,5,1,zk gk ielts,1807,1624,p:surprised/s:surprises/d:surprised/3:surprises/i:surprising
surround,sә'raund,v. extend on all sides of simultaneously; encircle,"vt. 包围, 环绕, 围绕\nn. 围绕物",,4,1,gk cet4 cet6 ky,1987,1599,d:surrounded/i:surrounding/p:surrounded/3:surrounds/s:surrounds
surrounding,sә'raundiŋ,v extend on all sides of simultaneously; encircle\nv envelop completely\nv surround so as to force to give up\nv surround with a wall in order to fortify\ns closely encircling,n. 环境\na. 周围的,,,1,gk,3969,4398,0:surround/1:i/i:surrounding
survival,sә'vaivәl,n. a state of surviving; remaining alive\nn. a natural process resulting in the evolution of organisms best adapted to the environment\nn. something that survives,"n. 生存, 残存, 幸存者\na. 赖以生存的",,,,gk cet4 cet6 ky toefl ielts,2584,2656,s:survivals
survive,sә'vaiv,"v. continue to live through hardship or adversity\nv. continue in existence after (an adversity, etc.)","vt. 比...活得长, 生存, 生还, 幸免于\nvi. 活下来, 幸存",,4,1,gk cet4 cet6 ky toefl gre,1325,1342,p:survived/d:survived/3:survives/i:surviving
suspect,sә'spekt,n. someone who is under suspicion\nv. imagine to be the case or true or probable\nv. hold in suspicion; believe to be guilty,"n. 被怀疑者, 嫌疑犯\na. 令人怀疑的, 不可信的, 可疑的\nv. 怀疑, 猜想",,4,1,gk cet4 cet6 ky toefl ielts gre,2155,2100,p:suspected/d:suspected/s:suspects/3:suspects/i:suspecting
suspension,sә'spenʃәn,n. a mixture in which fine particles are suspended in a fluid where they are supported by buoyancy\nn. an interruption in the intensity or amount of something\nn. a mechanical system of springs or shock absorbers connecting the wheels and axles to the chassis of a wheeled vehicle\nn. the act of suspending something (hanging it from above so it moves freely),"n. 悬挂, 暂停, 中止\n[化] 悬浮; 悬浮体; 悬浮液",,2,,gk cet6 ielts,4354,5034,s:suspensions
swallow,'swɒlәu,n. a small amount of liquid food\nn. the act of swallowing\nn. small long-winged songbird noted for swift graceful flight and the regularity of its migrations\nv. pass through the esophagus as part of eating or drinking,"n. 燕子, 吞咽, 喉\nvt. 咽, 淹没, 吞没, 耗尽, 轻信, 忍受, 抑制\nvi. 吞下, 咽下",,2,1,gk cet4 cet6 ky toefl ielts gre,3290,3535,p:swallowed/d:swallowed/i:swallowing/s:swallows/3:swallows
swap,swɒp,"v. move (a piece of a program) into memory, in computer science","n. 以货易货\nv. 交换, 替换, 交易\n[计] 交换",,2,,gk,5955,8106,p:swapped/i:swapping/d:swapped/s:swaps/3:swaps
swear,swєә,v. promise solemnly; take an oath\nv. make a deposition; declare under oath,"vt. 发誓, 咒骂, 使宣誓\nvi. 发誓, 诅咒\nn. 诅咒, 誓言",,2,1,gk cet4 cet6 ky ielts gre,3224,3330,d:sworn/p:swore/i:swearing/3:swears
sweat,swet,n. condensation of moisture on a cold surface\nv. excrete perspiration through the pores in the skin,"n. 汗, 汗水, 水珠, 焦急\nvi. 出汗, 渗出, 冒出水气, 结水珠, 烦恼, 懊恼\nvt. 使出汗, 流出, 榨出, 使汗流浃背",,2,1,gk cet4 cet6 ky toefl,5134,3696,i:sweating/p:sweated/s:sweats/d:sweated/3:sweats
sweater,'swetә,n. a crocheted or knitted garment covering the upper part of the body,"n. 毛衣, 毛线衫, 运动衫, 出汗者\n[化] 发汗器",,2,1,zk gk cet4 cet6 ky ielts,6680,4789,s:sweaters
sweep,swi:p,"n. a wide scope\nn. a long oar used in an open boat\nn. a movement in an arc\nv. move with sweeping, effortless, gliding motions","n. 扫除, 打扫, 肃清, 视野, 范围, 全胜\nvt. 扫除, 掸去, 猛拉, 扫荡, 肃清, 冲走, 刮起, 环视, 掠过, 扫射\nvi. 扫, 打扫, 袭击, 席卷, 扫视, 掠过",,3,1,zk gk cet4 cet6 ky toefl ielts,2636,2639,d:swept/p:swept/i:sweeping/3:sweeps/s:sweeps
sweet,swi:t,n. English phonetician; one of the founders of modern phonetics (1845-1912)\nn. a food rich in sugar\nn. the taste experience when sugar dissolves in the mouth\na. having or denoting the characteristic taste of sugar,"n. 甜蜜, 糖果, 情人\na. 甜的, 芳香的, 悦耳的, 漂亮的, 和蔼的, 不咸的, 灵活的, 轻快的",,3,1,zk gk,2378,1567,s:sweets/r:sweeter/t:sweetest
swell,swel,"n. the undulating movement of the surface of the open sea\nn. a rounded elevation (especially one on an ocean floor)\nn. a crescendo followed by a decrescendo\nv. increase in size, magnitude, number, or intensity","n. 增大, 隆起的部分, 巨浪, 肿胀\na. 优秀的, 一流的\nvi. 增大, 膨胀, 肿胀, 增强, 骄傲\nvt. 使膨胀, 使增大, 使上涨, 使骄傲",,2,1,gk cet4 cet6 ky toefl ielts gre,5534,4867,d:swollen/i:swelling/p:swelled/s:swells/3:swells
swift,swift,n. United States meat-packer who began the use of refrigerated railroad cars (1839-1903)\nn. an English satirist born in Ireland (1667-1745)\nn. a small bird that resembles a swallow and is noted for its rapid flight,"n. 褐雨燕, 快速爬行的小蜥蜴, 蝙蝠蛾, 大滚筒\na. 迅速的, 快的, 敏捷的, 立刻的\nadv. 迅速地, 敏捷地",,2,,gk cet4 cet6 ky toefl ielts gre,5978,6627,s:swifts/r:swifter/t:swiftest
swim,swim,v. travel through water\nv. be dizzy or giddy\nv. be covered with or submerged in a liquid\nv. move as if gliding through water,"n. 游泳, 漂浮, 潮流, 眩晕\nvi. 游泳, 游, 漂浮, 浸, 覆盖, 充溢, 大量拥有, 旋转, 眩晕\nvt. 游过, 使浮起",,3,1,zk gk,3038,2848,i:swimming/p:swam/3:swims/d:swum/s:swims
